unit_id,timestamp,date,week_start,month,day_name,hour,shift,status,fail_flag,missing_sensor_count,predicted_fail_prob,risk_level,anomaly_score,is_anomaly,ooc_sensor_count,sensor_059,sensor_103,sensor_033,sensor_130,sensor_247,sensor_519,sensor_477,sensor_129,sensor_205,sensor_152
U0743,2008-09-07 13:02:00,2008-09-07,2008-09-01,2008-09,Sunday,13,Morning (08-16),Pass,0,28,0.0583,Low,0.3961,No,0,2.1645,-0.0079,8.2823,0.7639,,,6.8985,0.0473,10.17,0.3574
U0744,2008-09-07 18:02:00,2008-09-07,2008-09-01,2008-09,Sunday,18,Evening (16-24),Pass,0,36,0.0698,Low,0.3718,No,0,-1.9891,-0.0072,8.4896,0.7879,,,5.3999,0.2838,8.07,0.3693
U0745,2008-09-07 18:24:00,2008-09-07,2008-09-01,2008-09,Sunday,18,Evening (16-24),Pass,0,24,0.054,Low,0.3886,No,0,-0.2482,-0.0112,8.7073,0.7639,0.0354,7.6595,5.6555,0.0473,7.98,0.4191
U0746,2008-09-07 18:49:00,2008-09-07,2008-09-01,2008-09,Sunday,18,Evening (16-24),Pass,0,24,0.0372,Low,0.411,No,0,-1.6436,-0.0078,8.2823,0.7639,,,7.076,0.0473,10.41,0.4594
U0747,2008-09-07 19:29:00,2008-09-07,2008-09-01,2008-09,Sunday,19,Evening (16-24),Pass,0,28,0.0818,Low,0.4202,No,0,5.1773,-0.0075,8.2638,0.7639,,,4.8457,0.0473,7.24,0.4995
U0748,2008-09-07 19:31:00,2008-09-07,2008-09-01,2008-09,Sunday,19,Evening (16-24),Pass,0,28,0.0562,Low,0.4028,No,0,5.8045,-0.0114,8.7932,0.7879,0.0177,3.8586,8.0418,0.2838,11.8,0.6502
U0749,2008-09-07 20:12:00,2008-09-07,2008-09-01,2008-09,Sunday,20,Evening (16-24),Pass,0,28,0.048,Low,0.3831,No,0,-2.3691,-0.0127,9.6938,0.7879,0.0205,4.4363,5.1585,0.2838,7.44,0.6134
U0750,2008-09-07 20:50:00,2008-09-07,2008-09-01,2008-09,Sunday,20,Evening (16-24),Pass,0,28,0.056,Low,0.3789,No,0,5.9491,-0.0139,8.2823,0.7954,,,6.4118,0.0473,9.79,0.3805
U0751,2008-09-07 23:33:00,2008-09-07,2008-09-01,2008-09,Sunday,23,Evening (16-24),Pass,0,40,0.0795,Low,0.4178,No,0,5.4964,-0.0073,8.2823,0.7697,,,6.2816,0.1419,9.66,0.4481
U0752,2008-09-08 00:32:00,2008-09-08,2008-09-08,2008-09,Monday,0,Night (00-08),Pass,0,40,0.0785,Low,0.3953,No,0,4.1464,-0.0099,8.5889,0.7697,,,8.2175,0.1419,12.08,0.3925
U0753,2008-09-08 00:40:00,2008-09-08,2008-09-08,2008-09,Monday,0,Night (00-08),Pass,0,72,0.1495,Medium,0.3869,No,0,3.8164,-0.0073,8.7144,0.7697,0.0212,4.5944,9.7437,0.1419,14.27,0.4262
U0754,2008-09-08 01:24:00,2008-09-08,2008-09-08,2008-09,Monday,1,Night (00-08),Pass,0,24,0.0389,Low,0.4045,No,0,2.7582,-0.0062,9.1156,0.7697,0.014,3.0384,7.593,0.1419,11.47,0.4723
U0755,2008-09-08 03:32:00,2008-09-08,2008-09-08,2008-09,Monday,3,Night (00-08),Pass,0,24,0.0909,Low,0.401,No,0,-3.0355,-0.0097,9.7324,0.7697,0.0395,8.5181,11.0193,0.1419,16.4,1.1302
U0756,2008-09-08 03:48:00,2008-09-08,2008-09-08,2008-09,Monday,3,Night (00-08),Pass,0,24,0.0397,Low,0.399,No,0,-1.0991,-0.0085,8.5855,0.7697,0.051,10.9789,6.1979,0.1419,8.97,0.5425
U0757,2008-09-08 04:21:00,2008-09-08,2008-09-08,2008-09,Monday,4,Night (00-08),Pass,0,28,0.0204,Low,0.4091,No,0,-0.9045,-0.01,8.7696,0.7879,0.0157,3.3739,4.963,0.2838,7.13,0.5247
U0758,2008-09-08 06:37:00,2008-09-08,2008-09-08,2008-09,Monday,6,Night (00-08),Pass,0,28,0.0899,Low,0.4,No,0,0.0282,-0.0107,8.5889,0.7879,0.014,3.0522,6.3771,0.2838,9.1,0.6668
U0759,2008-09-08 07:14:00,2008-09-08,2008-09-08,2008-09,Monday,7,Night (00-08),Pass,0,24,0.0684,Low,0.3991,No,0,-2.1173,-0.0094,8.8519,0.7697,0.0299,6.5145,6.2891,0.1419,9.3,0.3915
U0760,2008-09-08 07:41:00,2008-09-08,2008-09-08,2008-09,Monday,7,Night (00-08),Pass,0,32,0.0697,Low,0.4309,No,0,-3.1518,-0.0092,9.22,0.7879,,,4.6772,0.2838,6.97,0.5085
U0761,2008-09-08 18:46:00,2008-09-08,2008-09-08,2008-09,Monday,18,Evening (16-24),Pass,0,32,0.0776,Low,0.3892,No,0,-1.4173,-0.0163,8.3006,0.8291,,,4.8218,0.2838,7.31,0.308
U0762,2008-09-08 19:14:00,2008-09-08,2008-09-08,2008-09,Monday,19,Evening (16-24),Pass,0,28,0.0923,Low,0.4051,No,0,0.8536,-0.0081,9.6938,0.8291,0.0534,11.5216,5.7716,0.2838,8.71,0.5637
U0763,2008-09-08 19:15:00,2008-09-08,2008-09-08,2008-09,Monday,19,Evening (16-24),Pass,0,32,0.0633,Low,0.4056,No,0,-0.1391,-0.0119,8.3006,0.8291,,,4.49,0.2838,6.86,0.3535
U0764,2008-09-08 19:25:00,2008-09-08,2008-09-08,2008-09,Monday,19,Evening (16-24),Pass,0,28,0.0768,Low,0.4061,No,0,-1.9982,-0.0083,8.3006,0.8291,,,9.9278,0.2838,14.87,0.3611
U0765,2008-09-08 19:33:00,2008-09-08,2008-09-08,2008-09,Monday,19,Evening (16-24),Pass,0,40,0.0583,Low,0.3913,No,0,0.5564,-0.0088,8.3006,0.8291,,,5.8414,0.2838,9.07,0.5531
U0766,2008-09-08 20:00:00,2008-09-08,2008-09-08,2008-09,Monday,20,Evening (16-24),Pass,0,24,0.078,Low,0.4029,No,0,-0.2418,-0.0099,8.7073,0.7697,0.0316,6.8193,6.9587,0.1419,10.04,0.6599
U0767,2008-09-08 21:36:00,2008-09-08,2008-09-08,2008-09,Monday,21,Evening (16-24),Pass,0,40,0.0713,Low,0.3988,No,0,-1.7136,-0.0092,8.5407,0.7488,,,4.3599,0.0,6.51,0.5854
U0768,2008-09-08 21:53:00,2008-09-08,2008-09-08,2008-09,Monday,21,Evening (16-24),Pass,0,28,0.0875,Low,0.4351,Yes,0,-1.3073,-0.0073,8.2638,0.7488,,,4.8576,0.0,7.16,0.501
U0769,2008-09-08 22:17:00,2008-09-08,2008-09-08,2008-09,Monday,22,Evening (16-24),Pass,0,40,0.0919,Low,0.4081,No,0,0.8827,-0.0079,8.3006,0.8291,,,7.1603,0.2838,10.61,0.4491
U0770,2008-09-09 00:25:00,2008-09-09,2008-09-08,2008-09,Tuesday,0,Night (00-08),Pass,0,24,0.1158,Medium,0.4241,No,1,3.2655,-0.0028,9.754,0.7879,,,7.2471,0.2838,10.49,0.4472
U0771,2008-09-09 03:53:00,2008-09-09,2008-09-08,2008-09,Tuesday,3,Night (00-08),Pass,0,28,0.0727,Low,0.4081,No,0,1.0673,-0.0093,8.5003,0.8291,,,4.879,0.2838,7.19,0.4251
U0772,2008-09-09 08:44:00,2008-09-09,2008-09-08,2008-09,Tuesday,8,Morning (08-16),Pass,0,28,0.0652,Low,0.3862,No,0,-0.1773,-0.0105,8.5889,0.7697,0.1365,28.2443,6.41,0.1419,9.54,0.4106
U0773,2008-09-10 07:26:00,2008-09-10,2008-09-08,2008-09,Wednesday,7,Night (00-08),Pass,0,24,0.0587,Low,0.3779,No,0,3.0791,-0.0117,8.3006,0.8216,0.0191,4.1967,4.4853,0.0473,6.61,0.391
U0774,2008-09-10 09:21:00,2008-09-10,2008-09-08,2008-09,Wednesday,9,Morning (08-16),Pass,0,4,0.0407,Low,0.4012,No,0,3.6664,-0.0088,8.5596,0.8216,0.0144,3.1366,7.4204,0.0473,11.25,0.4074
U0775,2008-09-10 20:52:00,2008-09-10,2008-09-08,2008-09,Wednesday,20,Evening (16-24),Pass,0,32,0.1016,Medium,0.3883,No,0,4.0555,-0.0084,8.6074,0.8216,,,6.1799,0.0473,8.75,0.5464
U0776,2008-09-10 20:53:00,2008-09-10,2008-09-08,2008-09,Wednesday,20,Evening (16-24),Pass,0,28,0.0918,Low,0.377,No,0,-3.2082,-0.0111,8.3006,0.7447,0.0486,10.4576,8.5892,-0.3784,12.9,0.4797
U0777,2008-09-10 21:56:00,2008-09-10,2008-09-08,2008-09,Wednesday,21,Evening (16-24),Pass,0,12,0.0577,Low,0.3971,No,0,-2.1182,-0.0101,8.5801,0.8216,,,6.421,0.0473,9.58,0.3047
U0778,2008-09-10 23:30:00,2008-09-10,2008-09-08,2008-09,Wednesday,23,Evening (16-24),Pass,0,32,0.0564,Low,0.3928,No,0,0.4855,-0.0091,8.3179,0.8216,,,6.8579,0.0473,9.67,0.2861
U0779,2008-09-10 23:43:00,2008-09-10,2008-09-08,2008-09,Wednesday,23,Evening (16-24),Pass,0,32,0.089,Low,0.4148,No,0,0.3391,-0.0094,8.5889,0.8216,,,8.6037,0.0473,11.7,0.5575
U0780,2008-09-11 00:17:00,2008-09-11,2008-09-08,2008-09,Thursday,0,Night (00-08),Pass,0,44,0.0601,Low,0.3982,No,0,1.4345,-0.0096,8.3179,0.7447,,,5.9375,-0.3784,8.87,0.3799
U0781,2008-09-11 05:20:00,2008-09-11,2008-09-08,2008-09,Thursday,5,Night (00-08),Pass,0,32,0.0482,Low,0.4087,No,0,1.8164,-0.0089,8.2638,0.7308,0.0338,7.3436,5.801,0.0,8.59,0.4921
U0782,2008-09-11 06:04:00,2008-09-11,2008-09-08,2008-09,Thursday,6,Night (00-08),Pass,0,24,0.0453,Low,0.3839,No,0,0.56,-0.0124,8.5801,0.7447,,,5.2906,-0.3784,7.92,0.5033
U0783,2008-09-11 07:43:00,2008-09-11,2008-09-08,2008-09,Thursday,7,Night (00-08),Pass,0,32,0.107,Medium,0.3951,No,0,-1.1427,-0.0064,8.3006,0.8216,,,3.8475,0.0473,5.79,0.4013
U0784,2008-09-11 08:06:00,2008-09-11,2008-09-08,2008-09,Thursday,8,Morning (08-16),Pass,0,16,0.0866,Low,0.376,No,0,5.4718,-0.0107,8.2395,0.7447,,,6.0985,-0.3784,8.84,0.4531
U0785,2008-09-11 08:58:00,2008-09-11,2008-09-08,2008-09,Thursday,8,Morning (08-16),Pass,0,32,0.0866,Low,0.384,No,0,-4.6736,-0.0086,8.6074,0.7447,,,7.6915,-0.3784,11.09,0.5044
U0786,2008-09-11 09:24:00,2008-09-11,2008-09-08,2008-09,Thursday,9,Morning (08-16),Pass,0,40,0.0491,Low,0.3892,No,0,1.2691,-0.0093,8.3179,0.8216,0.0142,3.0743,6.5857,0.0473,9.8,0.4043
U0787,2008-09-11 12:47:00,2008-09-11,2008-09-08,2008-09,Thursday,12,Morning (08-16),Pass,0,40,0.0835,Low,0.3957,No,0,1.6309,-0.0074,8.3006,0.7308,,,6.4754,0.0,9.56,0.3734
U0788,2008-09-11 13:36:00,2008-09-11,2008-09-08,2008-09,Thursday,13,Morning (08-16),Pass,0,28,0.0889,Low,0.4051,No,0,3.1382,-0.0086,8.8424,0.7308,,,7.8219,0.0,11.77,0.3955
U0789,2008-09-11 14:20:00,2008-09-11,2008-09-08,2008-09,Thursday,14,Morning (08-16),Pass,0,24,0.0526,Low,0.403,No,0,1.91,-0.0104,8.5003,0.8692,,,9.243,0.0473,13.76,0.3708
U0790,2008-09-11 14:24:00,2008-09-11,2008-09-08,2008-09,Thursday,14,Morning (08-16),Pass,0,28,0.0703,Low,0.3985,No,0,4.3955,-0.0108,8.8836,0.8692,,,3.2727,0.0473,4.79,0.3816
U0791,2008-09-11 14:31:00,2008-09-11,2008-09-08,2008-09,Thursday,14,Morning (08-16),Pass,0,28,0.0511,Low,0.4028,No,0,2.1173,-0.0092,8.3179,0.8216,,,6.5354,0.0473,10.1,0.4472
U0792,2008-09-11 15:05:00,2008-09-11,2008-09-08,2008-09,Thursday,15,Morning (08-16),Pass,0,36,0.0652,Low,0.4005,No,1,2.3855,-0.0096,8.2638,0.7308,0.2285,51.3369,6.7805,0.0,10.28,0.4066
U0793,2008-09-11 15:08:00,2008-09-11,2008-09-08,2008-09,Thursday,15,Morning (08-16),Pass,0,32,0.0635,Low,0.395,No,0,1.2882,-0.0102,8.5596,0.8692,0.0329,7.0842,8.2318,0.0473,12.16,1.1089
U0794,2008-09-11 16:28:00,2008-09-11,2008-09-08,2008-09,Thursday,16,Evening (16-24),Pass,0,36,0.057,Low,0.3945,No,0,3.9027,-0.0106,8.3006,0.7308,0.0198,4.3254,9.1554,0.0,13.25,0.3383
U0795,2008-09-11 21:13:00,2008-09-11,2008-09-08,2008-09,Thursday,21,Evening (16-24),Pass,0,36,0.0603,Low,0.3906,No,0,-2.5482,-0.009,8.5801,0.7447,0.0076,1.6553,5.2171,-0.3784,7.67,0.4135
U0796,2008-09-11 22:07:00,2008-09-11,2008-09-08,2008-09,Thursday,22,Evening (16-24),Fail,1,28,0.0575,Low,0.4034,No,0,1.5218,-0.0102,8.6074,0.8216,,,4.3655,0.0473,6.44,0.5885
U0797,2008-09-11 23:10:00,2008-09-11,2008-09-08,2008-09,Thursday,23,Evening (16-24),Pass,0,24,0.0989,Low,0.4024,No,0,-0.8736,-0.0108,9.754,0.8692,,,4.1612,0.0473,6.2,0.5582
U0798,2008-09-11 23:48:00,2008-09-11,2008-09-08,2008-09,Thursday,23,Evening (16-24),Fail,1,32,0.0859,Low,0.4079,No,0,1.7073,-0.0088,8.7073,0.7447,,,5.6009,-0.3784,8.01,0.4841
U0799,2008-09-12 05:11:00,2008-09-12,2008-09-08,2008-09,Friday,5,Night (00-08),Pass,0,24,0.1129,Medium,0.4221,No,0,2.1982,-0.0107,8.7073,0.6847,0.0411,8.908,6.1374,-0.1419,8.97,0.393
U0800,2008-09-12 05:55:00,2008-09-12,2008-09-08,2008-09,Friday,5,Night (00-08),Pass,0,12,0.062,Low,0.3954,No,0,2.4218,-0.0086,8.5862,0.6879,0.1122,26.0231,5.6564,-1.135,8.38,0.2599
U0801,2008-09-12 06:38:00,2008-09-12,2008-09-08,2008-09,Friday,6,Night (00-08),Pass,0,32,0.0997,Medium,0.4397,Yes,1,4.9555,-0.0097,8.441,0.6847,0.0354,7.7522,9.9444,-0.1419,14.74,0.3
U0802,2008-09-12 06:41:00,2008-09-12,2008-09-08,2008-09,Friday,6,Night (00-08),Pass,0,48,0.0844,Low,0.3866,No,0,1.8709,-0.0115,8.7932,0.6879,0.0569,12.2832,7.6829,-1.135,11.28,0.7348
U0803,2008-09-12 06:45:00,2008-09-12,2008-09-08,2008-09,Friday,6,Night (00-08),Pass,0,24,0.0861,Low,0.4011,No,0,0.7355,-0.0081,8.572,0.6847,0.0151,3.2894,4.7399,-0.1419,7.1,0.2891
U0804,2008-09-12 07:21:00,2008-09-12,2008-09-08,2008-09,Friday,7,Night (00-08),Pass,0,32,0.0459,Low,0.3775,No,0,1.2809,-0.0112,8.3331,0.6697,0.0174,3.8307,4.3922,-0.5677,6.47,0.4404
U0805,2008-09-12 07:29:00,2008-09-12,2008-09-08,2008-09,Friday,7,Night (00-08),Pass,0,20,0.0495,Low,0.3909,No,0,5.5318,-0.0098,8.3006,0.6697,0.0241,5.2177,5.0629,-0.5677,7.6,0.4486
U0806,2008-09-12 07:38:00,2008-09-12,2008-09-08,2008-09,Friday,7,Night (00-08),Pass,0,12,0.0685,Low,0.4011,No,0,-3.1227,-0.0111,8.5862,0.6847,0.2223,50.2935,4.6652,-0.1419,7.02,0.4626
U0807,2008-09-12 11:57:00,2008-09-12,2008-09-08,2008-09,Friday,11,Morning (08-16),Pass,0,12,0.0628,Low,0.4181,No,0,6.1855,-0.0117,8.2981,0.6847,,,5.9842,-0.1419,9.17,0.3288
U0808,2008-09-12 13:08:00,2008-09-12,2008-09-08,2008-09,Friday,13,Morning (08-16),Pass,0,64,0.0357,Low,0.3974,No,0,1.9936,-0.0094,8.5407,0.6697,0.0226,4.8757,6.7038,-0.5677,9.93,0.5673
U0809,2008-09-12 14:52:00,2008-09-12,2008-09-08,2008-09,Friday,14,Morning (08-16),Pass,0,20,0.0805,Low,0.3874,No,0,0.2436,-0.0086,8.3331,0.6879,0.0391,8.5881,5.772,-1.135,8.4,0.3669
U0810,2008-09-12 15:40:00,2008-09-12,2008-09-08,2008-09,Friday,15,Morning (08-16),Pass,0,36,0.0813,Low,0.4155,No,0,2.9073,-0.0101,8.2638,0.6697,0.0603,13.6029,4.1934,-0.5677,6.11,0.4787
U0811,2008-09-12 16:23:00,2008-09-12,2008-09-08,2008-09,Friday,16,Evening (16-24),Pass,0,99,0.0934,Low,0.4015,No,0,0.3491,-0.007,8.897,0.6697,0.0178,3.8641,4.672,-0.5677,7.02,0.5055
U0812,2008-09-12 18:01:00,2008-09-12,2008-09-08,2008-09,Friday,18,Evening (16-24),Pass,0,20,0.0169,Low,0.3911,No,0,1.1136,-0.0102,8.2395,0.6879,0.0185,4.0399,5.5958,-1.135,8.31,0.499
U0813,2008-09-12 18:52:00,2008-09-12,2008-09-08,2008-09,Friday,18,Evening (16-24),Pass,0,24,0.0292,Low,0.4122,No,3,1.3009,-0.0092,8.2395,0.6879,0.4793,107.0314,5.1379,-1.135,7.66,0.1736
U0814,2008-09-12 19:36:00,2008-09-12,2008-09-08,2008-09,Friday,19,Evening (16-24),Pass,0,24,0.0652,Low,0.408,No,0,2.1918,-0.0108,8.2395,0.7402,0.0163,3.5725,4.8167,-0.8988,7.15,0.5558
U0815,2008-09-12 20:28:00,2008-09-12,2008-09-08,2008-09,Friday,20,Evening (16-24),Pass,0,96,0.0728,Low,0.3926,No,0,,-0.0106,8.6706,0.7402,0.0187,4.0926,,-0.8988,,0.5307
U0816,2008-09-12 21:12:00,2008-09-12,2008-09-08,2008-09,Friday,21,Evening (16-24),Pass,0,24,0.0683,Low,0.388,No,0,0.1809,-0.0082,8.3179,0.6879,0.0231,5.0741,4.282,-1.135,6.35,0.4474
U0817,2008-09-12 22:25:00,2008-09-12,2008-09-08,2008-09,Friday,22,Evening (16-24),Pass,0,24,0.0288,Low,0.4012,No,0,0.7482,-0.0102,8.2395,0.6879,0.0199,4.322,6.6146,-1.135,9.79,0.3761
U0818,2008-09-12 22:45:00,2008-09-12,2008-09-08,2008-09,Friday,22,Evening (16-24),Pass,0,4,0.0602,Low,0.4018,No,0,2.5491,-0.0103,8.3006,0.6697,0.035,7.6407,5.6037,-0.5677,8.16,0.4208
U0819,2008-09-12 23:28:00,2008-09-12,2008-09-08,2008-09,Friday,23,Evening (16-24),Pass,0,20,0.0666,Low,0.4079,No,0,-0.6645,-0.0081,8.5003,0.6697,0.0255,5.5461,4.5947,-0.5677,6.97,0.3598
U0820,2008-09-12 23:40:00,2008-09-12,2008-09-08,2008-09,Friday,23,Evening (16-24),Pass,0,28,0.069,Low,0.3872,No,0,6.1882,-0.0108,8.3273,0.7402,0.0232,4.9795,7.0742,-0.8988,10.31,0.4537
U0821,2008-09-13 00:25:00,2008-09-13,2008-09-08,2008-09,Saturday,0,Night (00-08),Pass,0,24,0.0569,Low,0.4031,No,0,4.6209,-0.01,8.3542,0.6847,0.0274,5.9606,5.2964,-0.1419,8.08,0.3669
U0822,2008-09-13 02:57:00,2008-09-13,2008-09-08,2008-09,Saturday,2,Night (00-08),Pass,0,24,0.0456,Low,0.4002,No,0,3.0345,-0.0115,8.4278,0.7217,0.0203,4.373,6.674,-0.4258,9.58,0.4733
U0823,2008-09-13 03:14:00,2008-09-13,2008-09-08,2008-09,Saturday,3,Night (00-08),Pass,0,8,0.0465,Low,0.3794,No,0,-4.2064,-0.0088,9.0145,0.7402,0.02,4.3803,3.3622,-0.8988,4.74,0.4353
U0824,2008-09-13 09:19:00,2008-09-13,2008-09-08,2008-09,Saturday,9,Morning (08-16),Pass,0,8,0.0486,Low,0.3859,No,0,6.1727,-0.0098,8.3542,0.6697,0.019,4.1301,10.9203,-0.5677,16.4,0.5425
U0825,2008-09-13 10:55:00,2008-09-13,2008-09-08,2008-09,Saturday,10,Morning (08-16),Pass,0,12,0.059,Low,0.398,No,0,7.3164,-0.0105,8.3588,0.7217,,,3.2839,-0.4258,4.78,0.4249
U0826,2008-09-13 11:42:00,2008-09-13,2008-09-08,2008-09,Saturday,11,Morning (08-16),Pass,0,28,0.0977,Low,0.3983,No,0,4.5918,-0.0091,9.0145,0.7217,,,3.8241,-0.4258,5.41,0.4949
U0827,2008-09-13 11:56:00,2008-09-13,2008-09-08,2008-09,Saturday,11,Morning (08-16),Fail,1,20,0.0823,Low,0.3948,No,0,3.2273,-0.0076,8.6068,0.6879,0.0228,4.9195,6.132,-1.135,9.33,0.3718
U0828,2008-09-13 12:48:00,2008-09-13,2008-09-08,2008-09,Saturday,12,Morning (08-16),Pass,0,36,0.0553,Low,0.3894,No,0,6.6827,-0.0101,8.572,0.7217,,,5.5553,-0.4258,8.02,0.3387
U0829,2008-09-13 14:07:00,2008-09-13,2008-09-08,2008-09,Saturday,14,Morning (08-16),Pass,0,24,0.0569,Low,0.3969,No,0,-4.6636,-0.0127,9.9964,0.7217,,,4.3419,-0.4258,6.33,0.3443
U0830,2008-09-13 16:04:00,2008-09-13,2008-09-08,2008-09,Saturday,16,Evening (16-24),Pass,0,40,0.0851,Low,0.398,No,0,3.5945,-0.0095,9.131,0.7402,0.043,9.3009,6.0911,-0.8988,9.1,0.4214
U0831,2008-09-13 16:04:00,2008-09-13,2008-09-08,2008-09,Saturday,16,Evening (16-24),Pass,0,20,0.038,Low,0.3955,No,0,2.4182,-0.0105,8.5596,0.7217,0.0193,4.2022,5.0925,-0.4258,7.39,0.3048
U0832,2008-09-13 20:06:00,2008-09-13,2008-09-08,2008-09,Saturday,20,Evening (16-24),Fail,1,48,0.0459,Low,0.3926,No,0,4.6209,-0.0093,8.5801,0.6847,0.0394,8.4933,5.9706,-0.1419,9.11,0.4588
U0833,2008-09-14 02:50:00,2008-09-14,2008-09-08,2008-09,Sunday,2,Night (00-08),Pass,0,12,0.0831,Low,0.4065,No,0,2.2336,-0.0098,8.2981,0.8536,,,3.9954,0.0,5.98,0.419
U0834,2008-09-14 02:59:00,2008-09-14,2008-09-08,2008-09,Sunday,2,Night (00-08),Pass,0,8,0.087,Low,0.3917,No,0,5.2064,-0.0102,8.572,0.8536,0.018,3.9393,4.0558,0.0,5.7,0.507
U0835,2008-09-14 15:02:00,2008-09-14,2008-09-08,2008-09,Sunday,15,Morning (08-16),Pass,0,28,0.1227,Medium,0.3947,No,0,-0.5718,-0.0106,9.0121,0.8536,0.0156,3.3914,4.6034,0.0,6.68,0.3687
U0836,2008-09-14 15:46:00,2008-09-14,2008-09-08,2008-09,Sunday,15,Morning (08-16),Pass,0,8,0.0461,Low,0.3983,No,0,7.0273,-0.011,8.8624,0.8536,0.0168,3.6417,3.7146,0.0,5.34,0.4143
U0837,2008-09-14 16:34:00,2008-09-14,2008-09-08,2008-09,Sunday,16,Evening (16-24),Pass,0,28,0.09,Low,0.3983,No,0,2.1145,-0.0124,8.7932,0.8543,0.0428,9.2702,5.1912,0.7096,7.74,0.4686
U0838,2008-09-14 17:40:00,2008-09-14,2008-09-08,2008-09,Sunday,17,Evening (16-24),Pass,0,32,0.0411,Low,0.4003,No,0,2.1973,-0.0104,8.3179,0.8536,,,3.7115,0.0,5.55,0.3654
U0839,2008-09-14 18:27:00,2008-09-14,2008-09-08,2008-09,Sunday,18,Evening (16-24),Pass,0,24,0.0867,Low,0.385,No,0,4.9118,-0.0114,8.8624,0.8543,0.0196,4.1715,4.8707,0.7096,7.04,0.2378
U0840,2008-09-14 18:27:00,2008-09-14,2008-09-08,2008-09,Sunday,18,Evening (16-24),Pass,0,24,0.0483,Low,0.3996,No,0,4.8127,-0.0103,8.5003,0.8543,,,2.9198,0.7096,4.48,0.4763
U0841,2008-09-14 19:13:00,2008-09-14,2008-09-08,2008-09,Sunday,19,Evening (16-24),Pass,0,36,0.0443,Low,0.3829,No,0,4.4445,-0.0106,8.2981,0.8543,0.0954,21.1391,2.9431,0.7096,4.3,0.2941
U0842,2008-09-14 20:00:00,2008-09-14,2008-09-08,2008-09,Sunday,20,Evening (16-24),Pass,0,36,0.0679,Low,0.4087,No,0,5.6155,-0.0101,8.3588,0.8543,0.0155,3.3801,4.7003,0.7096,7.32,0.4312
U0843,2008-09-14 20:43:00,2008-09-14,2008-09-08,2008-09,Sunday,20,Evening (16-24),Pass,0,12,0.0651,Low,0.3918,No,0,2.8136,-0.0101,9.131,0.8543,0.0125,2.6619,5.8022,0.7096,8.45,0.2446
U0844,2008-09-14 20:45:00,2008-09-14,2008-09-08,2008-09,Sunday,20,Evening (16-24),Pass,0,4,0.0671,Low,0.3968,No,0,3.9527,-0.0115,8.3588,0.8543,0.0307,6.7342,2.0008,0.7096,2.99,0.367
U0845,2008-09-14 21:31:00,2008-09-14,2008-09-08,2008-09,Sunday,21,Evening (16-24),Pass,0,20,0.0598,Low,0.3797,No,0,3.4482,-0.0079,8.5407,0.8536,0.0041,0.8879,5.2947,0.0,7.87,0.6192
U0846,2008-09-14 23:00:00,2008-09-14,2008-09-08,2008-09,Sunday,23,Evening (16-24),Pass,0,16,0.0939,Low,0.4041,No,0,1.3445,-0.0136,8.2395,0.7906,,,3.9991,-1.229,5.94,0.4427
U0847,2008-09-15 02:04:00,2008-09-15,2008-09-15,2008-09,Monday,2,Night (00-08),Pass,0,84,0.1228,Medium,0.3939,No,0,,-0.0108,9.131,0.7865,,,,0.0,,0.2308
U0848,2008-09-15 10:03:00,2008-09-15,2008-09-15,2008-09,Monday,10,Morning (08-16),Pass,0,8,0.071,Low,0.3886,No,0,0.9591,-0.0096,8.7015,0.7914,0.023,4.9614,3.1241,0.4731,4.69,0.4699
U0849,2008-09-15 11:40:00,2008-09-15,2008-09-15,2008-09,Monday,11,Morning (08-16),Pass,0,36,0.0746,Low,0.3887,No,0,5.3191,-0.0119,8.3591,0.666,0.0174,3.7417,4.8468,-0.4731,7.1,1.5035
U0850,2008-09-15 12:27:00,2008-09-15,2008-09-15,2008-09,Monday,12,Morning (08-16),Pass,0,20,0.0511,Low,0.3886,No,0,-2.1555,-0.013,8.4278,0.666,0.021,4.5251,3.9525,-0.4731,5.92,1.5048
U0851,2008-09-15 16:10:00,2008-09-15,2008-09-15,2008-09,Monday,16,Evening (16-24),Pass,0,12,0.0439,Low,0.3973,No,0,1.7627,-0.0111,8.4278,0.6108,0.0179,3.877,2.0193,-0.8515,2.99,0.3593
U0852,2008-09-15 16:59:00,2008-09-15,2008-09-15,2008-09,Monday,16,Evening (16-24),Pass,0,28,0.0473,Low,0.4029,No,0,1.9273,-0.0127,8.2832,0.6108,,,6.2851,-0.8515,9.32,0.387
U0853,2008-09-15 19:54:00,2008-09-15,2008-09-15,2008-09,Monday,19,Evening (16-24),Pass,0,4,0.0538,Low,0.4213,No,0,1.2327,-0.0104,8.3588,0.6717,0.0166,3.5536,4.0468,-0.0946,6.21,0.3609
U0854,2008-09-15 21:56:00,2008-09-15,2008-09-15,2008-09,Monday,21,Evening (16-24),Pass,0,8,0.0823,Low,0.3976,No,0,5.4209,-0.0136,8.58,0.6108,0.0446,9.5974,7.0153,-0.8515,10.47,0.4097
U0855,2008-09-15 22:13:00,2008-09-15,2008-09-15,2008-09,Monday,22,Evening (16-24),Pass,0,40,0.0734,Low,0.3918,No,0,5.0818,-0.0086,8.5003,0.8543,,,5.2405,0.7096,7.34,0.3718
